epoch,train_loss,val_loss,val_acc
1,0.8974,1.8263808266321817,0.5000
2,0.5454,1.3289705673853556,0.5267
3,0.3338,0.7221752413113912,0.7233
4,0.2231,0.5335465296109517,0.8200
5,0.1463,0.509784319003423,0.8167
6,0.0778,0.5746208159128825,0.8433
7,0.0846,0.7863577763239543,0.7933
8,0.1083,0.8722755710283915,0.7600
9,0.1071,1.6215900182724,0.6567
10,0.0591,0.6004292662938436,0.8067
11,0.0191,0.5781136711438497,0.8733
12,0.0128,0.6075718998908997,0.8500
13,0.0048,0.7341630776723226,0.8400
14,0.0049,0.6004001593589783,0.8533
15,0.0076,0.8674949765205383,0.8267
16,0.0066,0.5813768756389618,0.8867
17,0.0278,0.9939920091629029,0.8167
18,0.0456,0.7282900230089824,0.8333
19,0.0431,1.0679651006062825,0.7967
20,0.0534,1.479718475341797,0.6633
21,0.0215,0.8281965784231822,0.8600
22,0.0538,1.3125614563624064,0.8000
23,0.0799,0.7020343637466431,0.8067
24,0.0242,0.5577634779612223,0.8567
25,0.0043,0.5893097519874573,0.8600
26,0.0015,0.6082160051663716,0.8800
27,0.0002,0.638600500424703,0.8733
28,0.0001,0.6774256559213002,0.8867
29,0.0000,0.7021055217583975,0.8900
30,0.0000,0.718259041706721,0.8967
31,0.0000,0.715190308491389,0.8867
32,0.0000,0.7264823551972707,0.8900
33,0.0000,0.7368581024805705,0.8900
34,0.0000,0.7502235786120097,0.8933
35,0.0000,0.7582541259129842,0.8933
36,0.0000,0.7644565622011821,0.8933
37,0.0000,0.766416978041331,0.8900
38,0.0000,0.7692997177441915,0.8867
39,0.0000,0.7693680167198181,0.8967
40,0.0000,0.7737249660491944,0.8900
41,0.0000,0.7769879039128621,0.8900
42,0.0000,0.7788900399208069,0.8900
43,0.0000,0.7915749033292134,0.8933
44,0.0000,0.7896266913414002,0.8900
45,0.0000,0.7968917075792948,0.8900
46,0.0000,0.7953668181101481,0.8967
47,0.0000,0.8019851024945577,0.8933
48,0.0000,0.8034763209025065,0.8933
49,0.0000,0.8186829606691997,0.8900
50,0.0000,0.8102687708536784,0.8900
51,0.0000,0.8158008416493734,0.8900
52,0.0000,0.8167098148663838,0.8933
53,0.0000,0.8205859319368998,0.8900
54,0.0000,0.8193915001551311,0.8933
55,0.0000,0.8302432529131571,0.8933
56,0.0000,0.827042531967163,0.8933
57,0.0000,0.833478786945343,0.8933
58,0.0000,0.8392429765065511,0.8900
59,0.0000,0.8395323030153911,0.8900
60,0.0000,0.840764828523,0.8900
61,0.0000,0.8410853020350139,0.8933
62,0.0000,0.8381166815757751,0.8900
63,0.0000,0.843934264977773,0.8900
64,0.0000,0.8542030493418376,0.8900
65,0.0000,0.850319234530131,0.8900
66,0.0000,0.8637586649258931,0.8933
67,0.0000,0.8556897171338399,0.8967
68,0.0000,0.8581901017824809,0.8967
69,0.0000,0.8616520158449809,0.8933
70,0.0000,0.8656167634328207,0.8900
71,0.0000,0.8693176118532816,0.8900
72,0.0000,0.8715674495697021,0.8867
73,0.0000,0.8705382267634074,0.8900
74,0.0000,0.8704818836847941,0.8900
75,0.0000,0.8740508302052816,0.8900
76,0.0000,0.87486678759257,0.8933
77,0.0000,0.8820550179481507,0.8933
78,0.0000,0.878912471930186,0.8933
79,0.0000,0.8778796831766764,0.8933
80,0.0000,0.8850872890154521,0.8933
81,0.0000,0.8890096179644267,0.8900
82,0.0000,0.8895221392313639,0.8900
83,0.0000,0.8876521571477254,0.8933
84,0.0000,0.8892206637064616,0.8933
85,0.0000,0.9009488081932068,0.8933
86,0.0000,0.9057992378870646,0.8900
87,0.0000,0.8985644149780273,0.8933
88,0.0000,0.8879098280270894,0.8900
89,0.0000,0.8894267884890238,0.8933
90,0.0000,0.8970422585805257,0.8933
91,0.0000,0.8958173084259033,0.8900
92,0.0000,0.8967239665985107,0.8933
93,0.0000,0.902612730662028,0.8933
94,0.0000,0.9092008423805237,0.8900
95,0.0000,0.8964262143770854,0.8933
96,0.0000,0.9084733645121257,0.8933
97,0.0000,0.8985599335034689,0.8933
98,0.0000,0.9102484647432963,0.8933
99,0.0000,0.915353905359904,0.8967
100,0.0000,0.9111819950739543,0.8900
