epoch,train_loss,val_loss,val_acc
1,0.8987,1.1569948768615723,0.3333
2,0.6679,1.7847585026423136,0.3333
3,0.4689,2.012402704556783,0.3567
4,0.2727,1.6771644337972005,0.4133
5,0.1811,0.6799363569418589,0.7333
6,0.0993,0.5209884870052338,0.8300
7,0.0435,0.6982971318562825,0.7800
8,0.0132,0.5032320706049601,0.8667
9,0.0123,0.49593788067499794,0.8400
10,0.0056,0.4573481551806132,0.8700
11,0.0028,0.4733357361952464,0.8767
12,0.0016,0.5055009802182515,0.8767
13,0.0013,0.5084953022003174,0.8800
14,0.0011,0.49265945196151734,0.8833
15,0.0008,0.4833381732304891,0.8833
16,0.0008,0.4857618538538615,0.8833
17,0.0008,0.4927113660176595,0.8833
18,0.0007,0.5010611001650492,0.8767
19,0.0007,0.502066056728363,0.8767
20,0.0007,0.49428748051325483,0.8833
21,0.0006,0.49558756907780965,0.8800
22,0.0006,0.5018260351816813,0.8800
23,0.0006,0.4998692321777344,0.8800
24,0.0006,0.5011774079004924,0.8800
25,0.0006,0.5048318060239156,0.8700
26,0.0008,0.5046016414960225,0.8667
27,0.0005,0.5042031081517537,0.8733
28,0.0007,0.5081775800387065,0.8700
29,0.0005,0.5108158779144287,0.8667
30,0.0005,0.5113371364275614,0.8667
31,0.0005,0.5071950658162435,0.8667
32,0.0005,0.5096091548601787,0.8667
33,0.0005,0.5072532860438029,0.8667
34,0.0006,0.5124386962254842,0.8700
35,0.0006,0.5107118193308512,0.8700
36,0.0005,0.5084808254241944,0.8700
37,0.0005,0.5094050431251526,0.8700
38,0.0007,0.5077935576438903,0.8733
39,0.0005,0.5085677234331767,0.8700
40,0.0005,0.507661562760671,0.8667
41,0.0006,0.5124920161565145,0.8700
42,0.0006,0.5091859602928162,0.8700
43,0.0005,0.5072499974568685,0.8700
44,0.0005,0.5118258206049601,0.8700
45,0.0007,0.5123371346791585,0.8700
46,0.0005,0.5200525259971619,0.8700
47,0.0006,0.515769879023234,0.8700
48,0.0007,0.5218455656369527,0.8700
49,0.0006,0.5161920150121053,0.8700
50,0.0005,0.514569296836853,0.8700
51,0.0005,0.5174922394752502,0.8700
52,0.0005,0.5152618169784546,0.8700
53,0.0006,0.5201101088523865,0.8700
54,0.0006,0.5185357244809469,0.8700
55,0.0004,0.5105737725893656,0.8700
56,0.0005,0.5138040153185527,0.8700
57,0.0005,0.5129416275024414,0.8667
58,0.0005,0.5174497485160827,0.8700
59,0.0006,0.5204734381039937,0.8700
60,0.0004,0.5156969094276428,0.8700
