epoch,train_loss,val_loss,val_acc
1,0.9236,1.506077248255412,0.4567
2,0.6082,1.6411318286259968,0.4867
3,0.3842,0.5970150748888652,0.7467
4,0.2872,0.503613125483195,0.8100
5,0.2079,0.7197247536977133,0.7600
6,0.1675,0.5299177944660187,0.8333
7,0.1186,1.0426509443918863,0.7533
8,0.0713,0.47801791350046796,0.8367
9,0.0805,0.5634173210461935,0.8333
10,0.0660,0.6260818902651469,0.8600
11,0.0424,0.8734314906597137,0.7967
12,0.0308,0.762305463552475,0.8367
13,0.0189,0.6660117681821187,0.8433
14,0.0097,0.7448111319541931,0.8433
15,0.0106,1.0953422713279723,0.8100
16,0.0257,0.8566533788045247,0.7967
17,0.0524,2.514412581125895,0.6967
18,0.0670,0.6976923481623332,0.8400
19,0.0473,1.83698633035024,0.7133
20,0.0407,0.9731941334406535,0.8133
21,0.0151,0.7086910001436869,0.8567
22,0.0039,0.6315795135498047,0.8533
23,0.0018,0.6044382214546203,0.8567
24,0.0004,0.5912185398737589,0.8567
25,0.0018,0.7418670495351155,0.8600
26,0.0005,0.6960860888163248,0.8633
27,0.0004,0.6873401979605357,0.8633
28,0.0002,0.6867560215791066,0.8600
29,0.0003,0.6813582424322764,0.8600
30,0.0003,0.6655564892292023,0.8567
31,0.0002,0.6483084034919738,0.8600
32,0.0001,0.6491137325763703,0.8633
33,0.0002,0.6612366123994191,0.8633
34,0.0001,0.6559359594186147,0.8600
35,0.0001,0.6535713318983714,0.8600
36,0.0001,0.6604552404085795,0.8600
37,0.0001,0.662110181649526,0.8600
38,0.0001,0.6628593146800995,0.8600
39,0.0001,0.6683085866769155,0.8600
40,0.0001,0.6752918565273285,0.8633
41,0.0001,0.6671338522434235,0.8633
42,0.0001,0.6705546104907989,0.8633
43,0.0001,0.6725117115179697,0.8633
44,0.0000,0.6764362148443858,0.8633
45,0.0001,0.6699696942170461,0.8633
46,0.0001,0.6712315285205841,0.8633
47,0.0001,0.6832248890399932,0.8633
48,0.0001,0.6782301131884257,0.8633
49,0.0001,0.6782387181123097,0.8600
50,0.0000,0.6842732640107473,0.8633
51,0.0000,0.6810308380921681,0.8633
52,0.0000,0.67547860344251,0.8600
53,0.0001,0.6783401028315226,0.8633
54,0.0000,0.6790697940190633,0.8667
55,0.0000,0.6803427485624949,0.8600
56,0.0000,0.6817693467934927,0.8633
57,0.0000,0.6854359865188598,0.8633
58,0.0000,0.6874877667427063,0.8667
59,0.0000,0.6804508483409881,0.8633
60,0.0000,0.6817236216862996,0.8600
61,0.0000,0.6821767242749532,0.8633
62,0.0000,0.6855339316527048,0.8633
63,0.0000,0.6850204336643219,0.8633
64,0.0000,0.6827504348754883,0.8667
65,0.0000,0.6819224278132121,0.8667
66,0.0000,0.6893683767318726,0.8633
67,0.0001,0.6867409964402517,0.8600
68,0.0000,0.6938893719514211,0.8633
69,0.0000,0.6932856603463491,0.8633
70,0.0000,0.6889055132865906,0.8633
71,0.0000,0.6868849201997121,0.8667
72,0.0000,0.6909870982170105,0.8633
73,0.0000,0.6875461181004842,0.8633
74,0.0000,0.6891340259710947,0.8600
75,0.0000,0.6921567169825236,0.8633
76,0.0000,0.6898893944422404,0.8633
77,0.0001,0.6957964944839478,0.8633
78,0.0000,0.6864650158087412,0.8600
79,0.0000,0.6904390772183736,0.8633
80,0.0000,0.6913575490315755,0.8633
81,0.0000,0.6947923171520233,0.8633
82,0.0000,0.6847311031818389,0.8600
83,0.0000,0.6993795669078827,0.8633
84,0.0001,0.6967967402935028,0.8667
85,0.0000,0.6903876034418742,0.8667
86,0.0000,0.6895970547199249,0.8633
87,0.0000,0.6914932759602864,0.8667
88,0.0000,0.6920291276772818,0.8633
89,0.0000,0.6892369524637858,0.8633
90,0.0000,0.6920342497030894,0.8633
91,0.0000,0.6935424566268921,0.8633
92,0.0000,0.6930012118816375,0.8600
93,0.0000,0.6833840382099151,0.8633
94,0.0000,0.6973195950190226,0.8600
95,0.0000,0.6909799400965373,0.8633
96,0.0000,0.6904893755912781,0.8633
97,0.0000,0.6875290167331696,0.8633
98,0.0000,0.6896447296937307,0.8633
99,0.0000,0.6872407913208007,0.8633
100,0.0000,0.6879463652769725,0.8633
