epoch,train_loss,val_loss,val_acc
1,0.8813,1.5519339434305828,0.3333
2,0.6045,1.5646499586105347,0.5033
3,0.3988,0.6537825560569763,0.7133
4,0.2329,0.46286916653315224,0.8533
5,0.1558,0.7799915353457133,0.7967
6,0.1730,1.465925054550171,0.6767
7,0.1068,1.0500342194239298,0.7767
8,0.0753,0.5676371626059215,0.8333
9,0.0441,0.528346107006073,0.8667
10,0.0236,0.5609604001045227,0.8633
11,0.0181,1.0403458086649577,0.7933
12,0.0193,0.4978609263896942,0.8800
13,0.0436,1.0278554519017538,0.8333
14,0.0583,0.9066967757542929,0.8167
15,0.0412,1.2778373750050862,0.7333
16,0.0306,0.627749788761139,0.8400
17,0.0296,0.7048571483294169,0.8300
18,0.0123,0.8594579029083252,0.8200
19,0.0293,0.8338974372545878,0.8333
20,0.0608,1.5385359207789102,0.7667
21,0.1107,0.7557804258664449,0.8167
22,0.0448,0.5649214879671732,0.8733
23,0.0127,0.4853927675882975,0.8633
24,0.0105,0.8405475501219432,0.8167
25,0.0188,0.8943771521250407,0.8133
26,0.0151,0.8707665061950683,0.8467
27,0.0060,0.842188659509023,0.8267
28,0.0011,0.541025063196818,0.8833
29,0.0002,0.5464846007029216,0.8800
30,0.0001,0.5699333492914835,0.8800
31,0.0001,0.5778644140561422,0.8733
32,0.0001,0.5768945082028707,0.8800
33,0.0000,0.5843576939900716,0.8833
34,0.0000,0.5827312501271565,0.8833
35,0.0000,0.5855100925763448,0.8867
36,0.0000,0.5870535000165303,0.8833
37,0.0000,0.58995614528656,0.8833
38,0.0000,0.5982401688893636,0.8867
39,0.0000,0.5961108994483948,0.8833
40,0.0000,0.5949086594581604,0.8867
41,0.0000,0.6008614699045817,0.8867
42,0.0000,0.5955300251642863,0.8833
43,0.0000,0.5997006948788961,0.8833
44,0.0000,0.5937642693519593,0.8833
45,0.0000,0.594715096950531,0.8800
46,0.0000,0.5972760200500489,0.8833
47,0.0000,0.6027976544698079,0.8833
48,0.0000,0.5974104944864909,0.8800
49,0.0000,0.6003264141082764,0.8833
50,0.0000,0.5995666948954265,0.8800
51,0.0000,0.6008187715212504,0.8833
52,0.0000,0.595128481388092,0.8833
53,0.0000,0.6025744334856669,0.8867
54,0.0000,0.5956807613372803,0.8800
55,0.0000,0.5937169543902079,0.8767
56,0.0000,0.5958783475557963,0.8833
57,0.0000,0.59351069688797,0.8833
58,0.0000,0.5994534301757812,0.8800
59,0.0000,0.5927436916033427,0.8800
60,0.0000,0.5951754959424337,0.8800
61,0.0000,0.5911405348777771,0.8800
62,0.0000,0.5958614881833394,0.8833
63,0.0000,0.5827776686350504,0.8767
64,0.0000,0.5859643689791362,0.8833
65,0.0000,0.5941401139895122,0.8833
66,0.0000,0.5903622849782308,0.8767
67,0.0000,0.5908342909812927,0.8800
68,0.0000,0.5917293198903402,0.8767
69,0.0000,0.5865002791086833,0.8800
70,0.0000,0.5945507764816285,0.8800
71,0.0000,0.5914680576324463,0.8767
72,0.0000,0.5918971586227417,0.8800
73,0.0000,0.5860876695315043,0.8800
74,0.0000,0.587526285648346,0.8800
75,0.0000,0.5873203055063884,0.8767
76,0.0000,0.5933461467425029,0.8767
77,0.0000,0.5885450363159179,0.8767
78,0.0000,0.5882599854469299,0.8767
79,0.0000,0.5882814383506775,0.8767
80,0.0000,0.5885087521870931,0.8800
81,0.0000,0.5816981410980224,0.8733
82,0.0000,0.5911296510696411,0.8767
83,0.0000,0.5858873256047566,0.8767
84,0.0000,0.5785189501444499,0.8800
85,0.0000,0.5815617203712463,0.8767
86,0.0000,0.5853024498621623,0.8767
87,0.0000,0.583195850054423,0.8767
88,0.0000,0.5794119191169739,0.8800
89,0.0000,0.585862131913503,0.8767
90,0.0000,0.5843165874481201,0.8767
91,0.0000,0.5775371519724528,0.8767
92,0.0000,0.5729048784573872,0.8767
93,0.0000,0.5743706583976745,0.8800
94,0.0000,0.5722253266970316,0.8767
95,0.0000,0.5762734381357829,0.8767
96,0.0000,0.5683046309153239,0.8767
97,0.0000,0.5738278953234355,0.8767
98,0.0000,0.5706115619341532,0.8767
99,0.0000,0.5714796113967896,0.8800
100,0.0000,0.5729391837120056,0.8733
