epoch,train_loss,val_loss,val_acc
1,1.0696,1.1054293727874756,0.3333
2,0.7704,1.1703007634480793,0.3333
3,0.6815,1.351669651667277,0.3333
4,0.5408,1.6776226552327473,0.3333
5,0.4012,2.004069469769796,0.3333
6,0.2850,1.5616426150004068,0.4133
7,0.2307,1.5719781525929768,0.4433
8,0.1605,1.4594660377502442,0.4667
9,0.1059,1.0997620820999146,0.6000
10,0.0603,0.6223670339584351,0.7900
11,0.0376,0.6022679837544759,0.7967
12,0.0145,0.5868369285265604,0.8500
13,0.0132,0.8224979146321615,0.8067
14,0.0081,0.7875293946266174,0.8000
15,0.0035,0.716447270711263,0.8267
16,0.0020,0.7431559308369955,0.8633
17,0.0009,0.6685787391662598,0.8600
18,0.0007,0.6117122066020966,0.8567
19,0.0003,0.6120464046796162,0.8700
20,0.0002,0.6185516087214152,0.8700
21,0.0002,0.6269112726052603,0.8667
22,0.0002,0.6325954004128774,0.8633
23,0.0001,0.6374586908022563,0.8667
24,0.0001,0.6405745100975037,0.8700
25,0.0001,0.6442434819539388,0.8667
26,0.0001,0.6451525139808655,0.8700
27,0.0001,0.6452083889643351,0.8667
28,0.0001,0.6465503899256388,0.8667
29,0.0001,0.6482478698094686,0.8667
30,0.0001,0.6479443057378134,0.8667
31,0.0001,0.6471590121587117,0.8667
32,0.0001,0.6453700057665507,0.8667
33,0.0001,0.6448151652018229,0.8667
34,0.0001,0.6458409833908081,0.8667
35,0.0000,0.6469094669818878,0.8667
36,0.0000,0.6484276187419892,0.8667
37,0.0000,0.6488290719191233,0.8667
38,0.0000,0.651098595460256,0.8633
39,0.0001,0.649187220732371,0.8633
40,0.0000,0.6481730981667837,0.8667
41,0.0000,0.6476313893000285,0.8667
42,0.0000,0.6465336537361145,0.8667
43,0.0000,0.6489063330491384,0.8700
44,0.0000,0.6478261741002401,0.8700
45,0.0000,0.6488904639085133,0.8700
46,0.0000,0.6483973614374796,0.8667
47,0.0000,0.650270422299703,0.8667
48,0.0000,0.6520349756876628,0.8633
49,0.0000,0.6520382328828176,0.8633
50,0.0000,0.6537065752347311,0.8633
51,0.0000,0.6550387076536814,0.8633
52,0.0000,0.655756846666336,0.8633
53,0.0000,0.6573595507939657,0.8667
54,0.0000,0.6578267478942871,0.8633
55,0.0000,0.6572533599535624,0.8667
56,0.0000,0.6586424553394318,0.8667
57,0.0000,0.660479382276535,0.8667
58,0.0000,0.6611372137069702,0.8633
59,0.0000,0.6618983840942383,0.8633
60,0.0000,0.6629483815034231,0.8667
