epoch,train_loss,val_loss,val_acc
1,0.9381,1.471421635945638,0.3600
2,0.6061,1.0814249467849733,0.5567
3,0.5221,0.8218273544311523,0.7233
4,0.3600,0.6441968433062235,0.7767
5,0.2794,0.9896933476130167,0.6733
6,0.2754,0.7821359697977702,0.7600
7,0.1846,0.4461158283551534,0.8733
8,0.0553,0.5123967345555623,0.8467
9,0.1036,0.6230141806602478,0.8200
10,0.1357,0.5949949705600739,0.8067
11,0.0850,0.5212075074513753,0.8433
12,0.0970,0.4836236357688904,0.8700
13,0.0561,0.5639309255282084,0.8133
14,0.0479,0.6898803226153056,0.8233
15,0.0341,0.543868498802185,0.8433
16,0.0317,0.7862172516187033,0.8367
17,0.0205,0.8987468528747559,0.8233
18,0.0327,1.1866168069839478,0.7700
19,0.0579,1.5681844099362692,0.7200
20,0.0911,0.47440114974975583,0.8633
21,0.0534,0.5435043358802796,0.8200
22,0.0157,0.8270848019917806,0.8400
23,0.0148,0.6454139073689779,0.8600
24,0.0610,0.633250371615092,0.8567
25,0.0760,0.5610656774044037,0.8433
26,0.0330,0.5496572701136271,0.8667
27,0.0075,0.5544675381978353,0.8767
28,0.0052,0.7901643355687459,0.8533
29,0.0021,0.8140019098917644,0.8600
30,0.0010,0.5639973000685374,0.8933
31,0.0003,0.5370401740074158,0.9067
32,0.0001,0.5343304999669393,0.9033
33,0.0001,0.533504327138265,0.9067
34,0.0001,0.5296922485033672,0.9067
35,0.0001,0.5376579570770263,0.9033
36,0.0001,0.544702152411143,0.9133
37,0.0000,0.5512989528973897,0.9067
38,0.0000,0.5274763282140096,0.9100
39,0.0000,0.5513560918966929,0.9067
40,0.0000,0.5506813454627991,0.9100
41,0.0000,0.5384444971879323,0.9100
42,0.0000,0.5288810189565023,0.9133
43,0.0000,0.5342160085837047,0.9133
44,0.0000,0.5483962313334148,0.9000
45,0.0000,0.5307927242914836,0.9100
46,0.0000,0.5182561071713766,0.9133
47,0.0000,0.5194873507817587,0.9167
48,0.0000,0.5137797315915426,0.9167
49,0.0000,0.5118440588315328,0.9133
50,0.0000,0.5174525268872578,0.9067
51,0.0000,0.5396066955725352,0.9067
52,0.0000,0.5390216223398845,0.9033
53,0.0000,0.552075168689092,0.9067
54,0.0000,0.5510651262601217,0.9033
55,0.0000,0.5433339369297028,0.9067
56,0.0000,0.5388827768961588,0.9033
57,0.0000,0.5359828805923462,0.9100
58,0.0000,0.5347441180547079,0.9000
59,0.0000,0.5410438978672027,0.9033
60,0.0000,0.5428518998622894,0.9033
